Skills Community,Category,Specialty Area,Work Role,Competency Group ID,Competency Group,Competency ID,Competency,K S or A,KSA ID,KSA
Cyber Effects,Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Ops Planner (CO-OPL-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0603,Knowledge of the ways in which targets or threats use the Internet.
Cyber Effects,Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Ops Planner (CO-OPL-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0612,Knowledge of what constitutes a “threat” to a network.
Cyber Effects,Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0177,"Knowledge of cyber attack stages (e.g., reconnaissance, scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks)."
Cyber Effects,Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0362,"Knowledge of attack methods and techniques (DDoS, brute force, spoofing, etc.)."
Cyber Effects,Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0368,Knowledge of implants that enable cyber collection and/or preparation activities.
Cyber Effects,Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0430,Knowledge of evasion strategies and techniques.
Cyber Effects,Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0177,"Knowledge of cyber attack stages (e.g., reconnaissance, scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks)."
Cyber Effects,Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0362,"Knowledge of attack methods and techniques (DDoS, brute force, spoofing, etc.)."
Cyber Effects,Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0469,Knowledge of internal tactics to anticipate and/or emulate threat capabilities and actions.
Cyber Effects,Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0480,Knowledge of malware.
Cyber Effects,Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0603,Knowledge of the ways in which targets or threats use the Internet.
Cyber Effects,Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0604,Knowledge of threat and/or target systems.
Cyber Effects,Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0612,Knowledge of what constitutes a “threat” to a network.
Cyber Effects,Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),CG01,Technical,C055,Threat Analysis,Skill,S0229,Skill in identifying cyber threats which may jeopardize organization and/or partner interests.
Cyber Effects,Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),CG01,Technical,C055,Threat Analysis,Ability,A0107,Ability to think like threat actors.
Cyber Effects,Collect and Operate (CO),Cyber Operational Planning (OPL),Partner Integration Planner (CO-OPL-003),CG01,Technical,C055,Threat Analysis,Knowledge,K0362,"Knowledge of attack methods and techniques (DDoS, brute force, spoofing, etc.)."
Cyber Effects,Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0177,"Knowledge of cyber attack stages (e.g., reconnaissance, scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks)."
Cyber Effects,Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0362,"Knowledge of attack methods and techniques (DDoS, brute force, spoofing, etc.)."
Cyber Effects,Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0479,Knowledge of malware analysis and characteristics.
Cyber Effects,Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0603,Knowledge of the ways in which targets or threats use the Internet.
Cyber Effects,Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0604,Knowledge of threat and/or target systems.
Cyber Effects,Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),CG01,Technical,C055,Threat Analysis,Skill,S0229,Skill in identifying cyber threats which may jeopardize organization and/or partner interests.
Cyber Effects,Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0177,"Knowledge of cyber attack stages (e.g., reconnaissance, scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks)."
Cyber Effects,Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0362,"Knowledge of attack methods and techniques (DDoS, brute force, spoofing, etc.)."
Cyber Effects,Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0479,Knowledge of malware analysis and characteristics.
Cyber Effects,Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),CG01,Technical,C055,Threat Analysis,Skill,S0229,Skill in identifying cyber threats which may jeopardize organization and/or partner interests.
Cyber Effects,Analyze (AN),Threat Analysis (TWA),Threat/Warning Analyst (AN-TWA-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0177,"Knowledge of cyber attack stages (e.g., reconnaissance, scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks)."
Cyber Effects,Analyze (AN),Threat Analysis (TWA),Threat/Warning Analyst (AN-TWA-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0362,"Knowledge of attack methods and techniques (DDoS, brute force, spoofing, etc.)."
Cyber Effects,Analyze (AN),Threat Analysis (TWA),Threat/Warning Analyst (AN-TWA-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0469,Knowledge of internal tactics to anticipate and/or emulate threat capabilities and actions.
Cyber Effects,Analyze (AN),Threat Analysis (TWA),Threat/Warning Analyst (AN-TWA-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0480,Knowledge of malware.
Cyber Effects,Analyze (AN),Threat Analysis (TWA),Threat/Warning Analyst (AN-TWA-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0603,Knowledge of the ways in which targets or threats use the Internet.
Cyber Effects,Analyze (AN),Threat Analysis (TWA),Threat/Warning Analyst (AN-TWA-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0604,Knowledge of threat and/or target systems.
Cyber Effects,Analyze (AN),Threat Analysis (TWA),Threat/Warning Analyst (AN-TWA-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0612,Knowledge of what constitutes a “threat” to a network.
Cyber Effects,Analyze (AN),Threat Analysis (TWA),Threat/Warning Analyst (AN-TWA-001),CG01,Technical,C055,Threat Analysis,Skill,S0229,Skill in identifying cyber threats which may jeopardize organization and/or partner interests.
Cyber Effects,Analyze (AN),Threat Analysis (TWA),Threat/Warning Analyst (AN-TWA-001),CG01,Technical,C055,Threat Analysis,Ability,A0107,Ability to think like threat actors.
Cyber Effects,Collect and Operate (CO),Cyber Operations (OPS),Cyber Operator (CO-OPS-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cyber Effects,Collect and Operate (CO),Cyber Operations (OPS),Cyber Operator (CO-OPS-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cyber Effects,Collect and Operate (CO),Cyber Operations (OPS),Cyber Operator (CO-OPS-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0009,Knowledge of application vulnerabilities.
Cyber Effects,Collect and Operate (CO),Cyber Operations (OPS),Cyber Operator (CO-OPS-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0481,Knowledge of methods and techniques used to detect various exploitation activities.
Cyber Effects,Collect and Operate (CO),Cyber Operations (OPS),Cyber Operator (CO-OPS-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0531,Knowledge of security implications of software configurations.
Cyber Effects,Collect and Operate (CO),Cyber Operations (OPS),Cyber Operator (CO-OPS-001),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0221,Skill in extracting information from packet captures.
Cyber Effects,Collect and Operate (CO),Cyber Operations (OPS),Cyber Operator (CO-OPS-001),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0242,Skill in interpreting vulnerability scanner results to identify vulnerabilities.
Cyber Effects,Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Ops Planner (CO-OPL-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cyber Effects,Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Ops Planner (CO-OPL-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cyber Effects,Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Ops Planner (CO-OPL-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0392,"Knowledge of common computer/network infections (virus, Trojan, etc.) and methods of infection (ports, attachments, etc.)."
Cyber Effects,Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Ops Planner (CO-OPL-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0538,"Knowledge of target and threat organization structures, critical capabilities, and critical vulnerabilities"
Cyber Effects,Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cyber Effects,Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cyber Effects,Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0199,Skill in creating and extracting important information from packet captures.
Cyber Effects,Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0269,Skill in researching vulnerabilities and exploits utilized in traffic.
Cyber Effects,Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),CG01,Technical,C057,Vulnerabilities Assessment,Ability,A0092,Ability to identify/describe target vulnerability.
Cyber Effects,Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cyber Effects,Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cyber Effects,Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0392,"Knowledge of common computer/network infections (virus, Trojan, etc.) and methods of infection (ports, attachments, etc.)."
Cyber Effects,Collect and Operate (CO),Cyber Operational Planning (OPL),Partner Integration Planner (CO-OPL-003),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cyber Effects,Collect and Operate (CO),Cyber Operational Planning (OPL),Partner Integration Planner (CO-OPL-003),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cyber Effects,Collect and Operate (CO),Cyber Operational Planning (OPL),Partner Integration Planner (CO-OPL-003),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0392,"Knowledge of common computer/network infections (virus, Trojan, etc.) and methods of infection (ports, attachments, etc.)."
Cyber Effects,Collect and Operate (CO),Cyber Operational Planning (OPL),Partner Integration Planner (CO-OPL-003),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0538,"Knowledge of target and threat organization structures, critical capabilities, and critical vulnerabilities"
Cyber Effects,Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cyber Effects,Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
